user,login_count,night_login_count,weekend_login_count,usb_connect_count,usb_disconnect_count,usb_usage_count,email_count_x,attachment_count_x,email_size_total_x,avg_email_size_x,email_count_y,attachment_count_y,email_size_total_y,avg_email_size_y,email_count,attachment_count,email_size_total,avg_email_size,file_access_count,unique_file_count,pdf_count,doc_count,image_count,website_visit_count_x,unique_website_count_x,after_hours_web_activity_x,website_visit_count_y,unique_website_count_y,after_hours_web_activity_y,website_visit_count,unique_website_count,after_hours_web_activity
DJP0146,346,0.0,0.0,0.0,0.0,0.0,4698,1856,140326497,29869.41187739464,4698,1856,140326497,29869.41187739464,4698,1856,140326497,29869.41187739464,0.0,0.0,0.0,0.0,0.0,49478,273,0.0,49478,273,0.0,49478,273,0.0
DLB0852,615,0.0,0.0,0.0,0.0,0.0,5065,3993,152850372,30177.763474827247,5065,3993,152850372,30177.763474827247,5065,3993,152850372,30177.763474827247,0.0,0.0,0.0,0.0,0.0,56052,185,0.0,56052,185,0.0,56052,185,0.0
DLU0276,346,0.0,0.0,0.0,0.0,0.0,3035,0,91320137,30089.007248764414,3035,0,91320137,30089.007248764414,3035,0,91320137,30089.007248764414,0.0,0.0,0.0,0.0,0.0,32870,253,0.0,32870,253,0.0,32870,253,0.0
DMR0116,476,0.0,124.0,0.0,0.0,0.0,6464,3751,194082455,30025.132271039605,6464,3751,194082455,30025.132271039605,6464,3751,194082455,30025.132271039605,0.0,0.0,0.0,0.0,0.0,71400,202,0.0,71400,202,0.0,71400,202,0.0
DNB0028,346,0.0,0.0,0.0,0.0,0.0,3027,1216,90871069,30020.17476048893,3027,1216,90871069,30020.17476048893,3027,1216,90871069,30020.17476048893,0.0,0.0,0.0,0.0,0.0,32870,142,0.0,32870,142,0.0,32870,142,0.0
DNC0774,174,0.0,34.0,0.0,0.0,0.0,470,76,13534873,28797.60212765957,470,76,13534873,28797.60212765957,470,76,13534873,28797.60212765957,0.0,0.0,0.0,0.0,0.0,4669,97,0.0,4669,97,0.0,4669,97,0.0
DNH0023,614,0.0,0.0,0.0,0.0,0.0,3689,1377,110975976,30082.942802927624,3689,1377,110975976,30082.942802927624,3689,1377,110975976,30082.942802927624,0.0,0.0,0.0,0.0,0.0,39444,169,0.0,39444,169,0.0,39444,169,0.0
DNM0767,703,0.0,0.0,134.0,133.0,267.0,1007,524,30149356,29939.777557100297,1007,524,30149356,29939.777557100297,1007,524,30149356,29939.777557100297,2866.0,2866.0,556.0,1832.0,161.0,10380,222,0.0,10380,222,0.0,10380,222,0.0
DNM0886,251,8.0,0.0,1150.0,1150.0,2300.0,382,246,11840348,30995.67539267016,382,246,11840348,30995.67539267016,382,246,11840348,30995.67539267016,308.0,308.0,67.0,201.0,11.0,3828,72,23.0,3828,72,23.0,3828,72,23.0
DOK0341,713,30.0,3.0,0.0,0.0,0.0,1015,643,30376071,29927.16354679803,1015,643,30376071,29927.16354679803,1015,643,30376071,29927.16354679803,0.0,0.0,0.0,0.0,0.0,10034,183,91.0,10034,183,91.0,10034,183,91.0
DOO0112,346,0.0,0.0,0.0,0.0,0.0,3025,1329,91246480,30164.12561983471,3025,1329,91246480,30164.12561983471,3025,1329,91246480,30164.12561983471,0.0,0.0,0.0,0.0,0.0,32870,208,0.0,32870,208,0.0,32870,208,0.0
DPP0510,627,0.0,0.0,0.0,0.0,0.0,1016,818,30800143,30315.10137795276,1016,818,30800143,30315.10137795276,1016,818,30800143,30315.10137795276,0.0,0.0,0.0,0.0,0.0,10034,147,0.0,10034,147,0.0,10034,147,0.0
DPR0442,609,0.0,0.0,0.0,0.0,0.0,1013,684,30160779,29773.72063178677,1013,684,30160779,29773.72063178677,1013,684,30160779,29773.72063178677,0.0,0.0,0.0,0.0,0.0,10034,158,0.0,10034,158,0.0,10034,158,0.0
DQH0709,346,0.0,0.0,0.0,0.0,0.0,340,71,9986166,29371.07647058824,340,71,9986166,29371.07647058824,340,71,9986166,29371.07647058824,0.0,0.0,0.0,0.0,0.0,3460,123,0.0,3460,123,0.0,3460,123,0.0
DRC0915,689,58.0,6.0,2996.0,2980.0,5976.0,3042,1666,91639883,30124.879355687048,3042,1666,91639883,30124.879355687048,3042,1666,91639883,30124.879355687048,556.0,556.0,103.0,363.0,30.0,32870,149,232.0,32870,149,232.0,32870,149,232.0
DRG0536,346,0.0,0.0,0.0,0.0,0.0,4721,0,140639660,29790.226646896845,4721,0,140639660,29790.226646896845,4721,0,140639660,29790.226646896845,0.0,0.0,0.0,0.0,0.0,49478,211,0.0,49478,211,0.0,49478,211,0.0
DRJ0685,720,0.0,0.0,131.0,129.0,260.0,3040,2140,91273696,30024.24210526316,3040,2140,91273696,30024.24210526316,3040,2140,91273696,30024.24210526316,857.0,857.0,167.0,549.0,45.0,31140,151,0.0,31140,151,0.0,31140,151,0.0
DRP0222,1364,494.0,0.0,0.0,0.0,0.0,3626,0,108325027,29874.524820739105,3626,0,108325027,29874.524820739105,3626,0,108325027,29874.524820739105,0.0,0.0,0.0,0.0,0.0,39444,210,0.0,39444,210,0.0,39444,210,0.0
DSB0210,346,0.0,0.0,0.0,0.0,0.0,4691,1617,141492689,30162.58558942656,4691,1617,141492689,30162.58558942656,4691,1617,141492689,30162.58558942656,0.0,0.0,0.0,0.0,0.0,49478,279,0.0,49478,279,0.0,49478,279,0.0
DSC0751,612,0.0,0.0,0.0,0.0,0.0,5025,2217,150048592,29860.41631840796,5025,2217,150048592,29860.41631840796,5025,2217,150048592,29860.41631840796,0.0,0.0,0.0,0.0,0.0,55890,164,0.0,55890,164,0.0,55890,164,0.0
DSM0263,640,0.0,0.0,0.0,0.0,0.0,3036,620,90968233,29963.186100131752,3036,620,90968233,29963.186100131752,3036,620,90968233,29963.186100131752,0.0,0.0,0.0,0.0,0.0,32870,185,0.0,32870,185,0.0,32870,185,0.0
DSR0490,72,0.0,0.0,0.0,0.0,0.0,1035,0,31128583,30075.925603864733,1035,0,31128583,30075.925603864733,1035,0,31128583,30075.925603864733,0.0,0.0,0.0,0.0,0.0,11664,196,0.0,11664,196,0.0,11664,196,0.0
DSR0614,787,0.0,159.0,133.0,132.0,265.0,5975,3522,179031477,29963.427112970712,5975,3522,179031477,29963.427112970712,5975,3522,179031477,29963.427112970712,430.0,430.0,95.0,278.0,24.0,67014,195,0.0,67014,195,0.0,67014,195,0.0
DTD0154,619,0.0,0.0,1013.0,1009.0,2022.0,3692,2146,111184413,30114.95476706392,3692,2146,111184413,30114.95476706392,3692,2146,111184413,30114.95476706392,3239.0,3239.0,620.0,2098.0,176.0,39444,210,0.0,39444,210,0.0,39444,210,0.0
DTD0184,615,0.0,0.0,703.0,698.0,1401.0,993,776,29633616,29842.51359516616,993,776,29633616,29842.51359516616,993,776,29633616,29842.51359516616,3201.0,3201.0,645.0,2033.0,165.0,10034,138,0.0,10034,138,0.0,10034,138,0.0
DWB0236,380,0.0,0.0,0.0,0.0,0.0,3015,1820,90322860,29957.830845771143,3015,1820,90322860,29957.830845771143,3015,1820,90322860,29957.830845771143,0.0,0.0,0.0,0.0,0.0,32870,140,0.0,32870,140,0.0,32870,140,0.0
DWO0241,346,0.0,0.0,0.0,0.0,0.0,3035,635,90405460,29787.63097199341,3035,635,90405460,29787.63097199341,3035,635,90405460,29787.63097199341,0.0,0.0,0.0,0.0,0.0,32870,192,0.0,32870,192,0.0,32870,192,0.0
DWV0888,346,0.0,0.0,0.0,0.0,0.0,1001,413,30056549,30026.52247752248,1001,413,30056549,30026.52247752248,1001,413,30056549,30026.52247752248,0.0,0.0,0.0,0.0,0.0,10034,134,0.0,10034,134,0.0,10034,134,0.0
DYR0956,346,0.0,0.0,0.0,0.0,0.0,336,0,9981259,29706.12797619048,336,0,9981259,29706.12797619048,336,0,9981259,29706.12797619048,0.0,0.0,0.0,0.0,0.0,3460,111,0.0,3460,111,0.0,3460,111,0.0
EAC0881,346,0.0,0.0,0.0,0.0,0.0,998,748,29735317,29794.90681362725,998,748,29735317,29794.90681362725,998,748,29735317,29794.90681362725,0.0,0.0,0.0,0.0,0.0,10005,164,0.0,10005,164,0.0,10005,164,0.0
EAW0253,350,0.0,0.0,0.0,0.0,0.0,3001,585,89777222,29915.768743752084,3001,585,89777222,29915.768743752084,3001,585,89777222,29915.768743752084,0.0,0.0,0.0,0.0,0.0,32870,244,0.0,32870,244,0.0,32870,244,0.0
EBF0805,346,0.0,0.0,0.0,0.0,0.0,3005,0,90286783,30045.51846921797,3005,0,90286783,30045.51846921797,3005,0,90286783,30045.51846921797,0.0,0.0,0.0,0.0,0.0,32870,293,0.0,32870,293,0.0,32870,293,0.0
EBS0397,375,0.0,0.0,0.0,0.0,0.0,3021,705,90259086,29877.221449851044,3021,705,90259086,29877.221449851044,3021,705,90259086,29877.221449851044,0.0,0.0,0.0,0.0,0.0,32680,342,0.0,32680,342,0.0,32680,342,0.0
ECD0610,346,0.0,0.0,0.0,0.0,0.0,4993,1040,149223575,29886.55617865011,4993,1040,149223575,29886.55617865011,4993,1040,149223575,29886.55617865011,0.0,0.0,0.0,0.0,0.0,56052,247,0.0,56052,247,0.0,56052,247,0.0
ECM0004,449,0.0,96.0,0.0,0.0,0.0,11791,6144,354688258,30081.27029089984,11791,6144,354688258,30081.27029089984,11791,6144,354688258,30081.27029089984,0.0,0.0,0.0,0.0,0.0,134700,346,0.0,134700,346,0.0,134700,346,0.0
ECM0654,414,0.0,59.0,0.0,0.0,0.0,1207,240,36758544,30454.468931234467,1207,240,36758544,30454.468931234467,1207,240,36758544,30454.468931234467,0.0,0.0,0.0,0.0,0.0,12006,247,0.0,12006,247,0.0,12006,247,0.0
ECP0519,345,0.0,0.0,0.0,0.0,0.0,1006,388,29897339,29719.02485089463,1006,388,29897339,29719.02485089463,1006,388,29897339,29719.02485089463,0.0,0.0,0.0,0.0,0.0,10005,174,0.0,10005,174,0.0,10005,174,0.0
ECW0454,628,0.0,0.0,0.0,0.0,0.0,330,242,9976406,30231.533333333333,330,242,9976406,30231.533333333333,330,242,9976406,30231.533333333333,0.0,0.0,0.0,0.0,0.0,3460,126,0.0,3460,126,0.0,3460,126,0.0
EDM0192,630,0.0,154.0,0.0,0.0,0.0,6465,3271,193417476,29917.62969837587,6465,3271,193417476,29917.62969837587,6465,3271,193417476,29917.62969837587,0.0,0.0,0.0,0.0,0.0,67639,228,0.0,67639,228,0.0,67639,228,0.0
EDS0923,697,30.0,7.0,125.0,125.0,250.0,3373,1879,101437700,30073.436110287577,3373,1879,101437700,30073.436110287577,3373,1879,101437700,30073.436110287577,471.0,471.0,95.0,294.0,26.0,34600,153,214.0,34600,153,214.0,34600,153,214.0
EHM0656,346,0.0,0.0,0.0,0.0,0.0,1020,0,30991528,30383.850980392155,1020,0,30991528,30383.850980392155,1020,0,30991528,30383.850980392155,0.0,0.0,0.0,0.0,0.0,10034,218,0.0,10034,218,0.0,10034,218,0.0
EIF0451,346,0.0,0.0,0.0,0.0,0.0,336,0,10405486,30968.70833333333,336,0,10405486,30968.70833333333,336,0,10405486,30968.70833333333,0.0,0.0,0.0,0.0,0.0,3460,157,0.0,3460,157,0.0,3460,157,0.0
EIM0919,731,0.0,0.0,0.0,0.0,0.0,3022,1928,90572608,29971.08140304434,3022,1928,90572608,29971.08140304434,3022,1928,90572608,29971.08140304434,0.0,0.0,0.0,0.0,0.0,32870,173,0.0,32870,173,0.0,32870,173,0.0
EJM0304,345,0.0,0.0,0.0,0.0,0.0,337,0,10242122,30392.05341246291,337,0,10242122,30392.05341246291,337,0,10242122,30392.05341246291,0.0,0.0,0.0,0.0,0.0,3460,104,0.0,3460,104,0.0,3460,104,0.0
EJM0952,744,0.0,16.0,138.0,137.0,275.0,357,245,10428882,29212.55462184874,357,245,10428882,29212.55462184874,357,245,10428882,29212.55462184874,302.0,302.0,62.0,189.0,17.0,3610,199,0.0,3610,199,0.0,3610,199,0.0
EKM0667,610,0.0,0.0,0.0,0.0,0.0,3055,1008,91497994,29950.243535188216,3055,1008,91497994,29950.243535188216,3055,1008,91497994,29950.243535188216,0.0,0.0,0.0,0.0,0.0,32870,306,0.0,32870,306,0.0,32870,306,0.0
EKN0665,617,0.0,0.0,673.0,670.0,1343.0,3023,2421,89910929,29742.285478001984,3023,2421,89910929,29742.285478001984,3023,2421,89910929,29742.285478001984,3287.0,3287.0,662.0,2098.0,174.0,32870,194,0.0,32870,194,0.0,32870,194,0.0
EKR0933,35,0.0,0.0,0.0,0.0,0.0,299,0,8828647,29527.247491638795,299,0,8828647,29527.247491638795,299,0,8828647,29527.247491638795,0.0,0.0,0.0,0.0,0.0,3325,154,0.0,3325,154,0.0,3325,154,0.0
ELI0316,617,0.0,0.0,0.0,0.0,0.0,5033,3565,150161497,29835.38585336777,5033,3565,150161497,29835.38585336777,5033,3565,150161497,29835.38585336777,0.0,0.0,0.0,0.0,0.0,56052,176,0.0,56052,176,0.0,56052,176,0.0
ELJ0777,346,0.0,0.0,0.0,0.0,0.0,1019,425,30610922,30040.15897939156,1019,425,30610922,30040.15897939156,1019,425,30610922,30040.15897939156,0.0,0.0,0.0,0.0,0.0,10034,140,0.0,10034,140,0.0,10034,140,0.0
ELV0677,255,0.0,0.0,0.0,0.0,0.0,2251,952,67686455,30069.504664593514,2251,952,67686455,30069.504664593514,2251,952,67686455,30069.504664593514,0.0,0.0,0.0,0.0,0.0,24225,196,0.0,24225,196,0.0,24225,196,0.0
EMA0586,346,0.0,0.0,0.0,0.0,0.0,330,0,9750950,29548.33333333333,330,0,9750950,29548.33333333333,330,0,9750950,29548.33333333333,0.0,0.0,0.0,0.0,0.0,3460,68,0.0,3460,68,0.0,3460,68,0.0
EMB0176,245,0.0,0.0,0.0,0.0,0.0,3543,0,106247672,29988.053062376515,3543,0,106247672,29988.053062376515,3543,0,106247672,29988.053062376515,0.0,0.0,0.0,0.0,0.0,39690,212,0.0,39690,212,0.0,39690,212,0.0
ENK0530,346,0.0,0.0,0.0,0.0,0.0,999,0,30108947,30139.086086086085,999,0,30108947,30139.086086086085,999,0,30108947,30139.086086086085,0.0,0.0,0.0,0.0,0.0,10034,141,0.0,10034,141,0.0,10034,141,0.0
EOH0947,742,0.0,112.0,0.0,0.0,0.0,402,269,11834043,29437.917910447763,402,269,11834043,29437.917910447763,402,269,11834043,29437.917910447763,0.0,0.0,0.0,0.0,0.0,3717,157,0.0,3717,157,0.0,3717,157,0.0
ERG0014,346,0.0,0.0,0.0,0.0,0.0,6016,0,180196955,29952.95129654256,6016,0,180196955,29952.95129654256,6016,0,180196955,29952.95129654256,0.0,0.0,0.0,0.0,0.0,65550,77,0.0,65550,77,0.0,65550,77,0.0
ERI0855,346,0.0,0.0,0.0,0.0,0.0,5066,0,151875381,29979.348795894195,5066,0,151875381,29979.348795894195,5066,0,151875381,29979.348795894195,0.0,0.0,0.0,0.0,0.0,56052,184,0.0,56052,184,0.0,56052,184,0.0
ESM0937,101,0.0,0.0,0.0,0.0,0.0,875,335,25717864,29391.84457142857,875,335,25717864,29391.84457142857,875,335,25717864,29391.84457142857,0.0,0.0,0.0,0.0,0.0,9595,230,0.0,9595,230,0.0,9595,230,0.0
ESR0841,346,0.0,0.0,0.0,0.0,0.0,330,0,9991348,30276.81212121212,330,0,9991348,30276.81212121212,330,0,9991348,30276.81212121212,0.0,0.0,0.0,0.0,0.0,3460,166,0.0,3460,166,0.0,3460,166,0.0
ETR0438,346,0.0,0.0,0.0,0.0,0.0,3044,1161,91542096,30072.961892247044,3044,1161,91542096,30072.961892247044,3044,1161,91542096,30072.961892247044,0.0,0.0,0.0,0.0,0.0,32870,191,0.0,32870,191,0.0,32870,191,0.0
ETS0476,69,0.0,0.0,0.0,0.0,0.0,991,389,29891452,30162.918264379416,991,389,29891452,30162.918264379416,991,389,29891452,30162.918264379416,0.0,0.0,0.0,0.0,0.0,11178,107,0.0,11178,107,0.0,11178,107,0.0
EVC0546,346,0.0,0.0,0.0,0.0,0.0,3031,2415,90955032,30008.258660508083,3031,2415,90955032,30008.258660508083,3031,2415,90955032,30008.258660508083,0.0,0.0,0.0,0.0,0.0,32870,204,0.0,32870,204,0.0,32870,204,0.0
EWE0055,694,19.0,2.0,0.0,0.0,0.0,3040,1610,91066732,29956.161842105263,3040,1610,91066732,29956.161842105263,3040,1610,91066732,29956.161842105263,0.0,0.0,0.0,0.0,0.0,32870,271,67.0,32870,271,67.0,32870,271,67.0
EYC0203,614,0.0,0.0,0.0,0.0,0.0,3034,2201,90169414,29719.64864864865,3034,2201,90169414,29719.64864864865,3034,2201,90169414,29719.64864864865,0.0,0.0,0.0,0.0,0.0,32870,230,0.0,32870,230,0.0,32870,230,0.0
EYE0188,675,0.0,0.0,128.0,126.0,254.0,993,642,29653695,29862.73413897281,993,642,29653695,29862.73413897281,993,642,29653695,29862.73413897281,2672.0,2672.0,519.0,1726.0,133.0,10034,103,0.0,10034,103,0.0,10034,103,0.0
EZC0251,713,0.0,70.0,0.0,0.0,0.0,3733,2612,111492371,29866.69461559068,3733,2612,111492371,29866.69461559068,3733,2612,111492371,29866.69461559068,0.0,0.0,0.0,0.0,0.0,36480,167,0.0,36480,167,0.0,36480,167,0.0
EZR0547,346,0.0,0.0,0.0,0.0,0.0,3028,0,91004396,30054.291941875825,3028,0,91004396,30054.291941875825,3028,0,91004396,30054.291941875825,0.0,0.0,0.0,0.0,0.0,32870,142,0.0,32870,142,0.0,32870,142,0.0
FAM0784,346,0.0,0.0,147.0,147.0,294.0,1003,680,29949436,29859.85643070788,1003,680,29949436,29859.85643070788,1003,680,29949436,29859.85643070788,2951.0,2951.0,552.0,1914.0,153.0,10034,129,0.0,10034,129,0.0,10034,129,0.0
FAM0951,346,0.0,0.0,0.0,0.0,0.0,337,66,10177029,30198.899109792284,337,66,10177029,30198.899109792284,337,66,10177029,30198.899109792284,0.0,0.0,0.0,0.0,0.0,3460,215,0.0,3460,215,0.0,3460,215,0.0
FAR0632,346,0.0,0.0,0.0,0.0,0.0,999,240,29857478,29887.365365365364,999,240,29857478,29887.365365365364,999,240,29857478,29887.365365365364,0.0,0.0,0.0,0.0,0.0,10034,76,0.0,10034,76,0.0,10034,76,0.0
FAS0100,346,0.0,0.0,0.0,0.0,0.0,2945,0,87867069,29836.01663837012,2945,0,87867069,29836.01663837012,2945,0,87867069,29836.01663837012,0.0,0.0,0.0,0.0,0.0,32870,242,0.0,32870,242,0.0,32870,242,0.0
FBB0213,346,0.0,0.0,0.0,0.0,0.0,4667,1640,140176919,30035.76580244268,4667,1640,140176919,30035.76580244268,4667,1640,140176919,30035.76580244268,0.0,0.0,0.0,0.0,0.0,49478,288,0.0,49478,288,0.0,49478,288,0.0
FBM0537,762,2.0,11.0,367.0,360.0,727.0,4860,3263,146555831,30155.520781893003,4860,3263,146555831,30155.520781893003,4860,3263,146555831,30155.520781893003,778.0,778.0,163.0,487.0,36.0,53100,207,114.0,53100,207,114.0,53100,207,114.0
FCG0716,636,0.0,0.0,675.0,672.0,1347.0,337,270,10194828,30251.71513353116,337,270,10194828,30251.71513353116,337,270,10194828,30251.71513353116,1426.0,1426.0,273.0,902.0,77.0,3460,166,0.0,3460,166,0.0,3460,166,0.0
FCZ0940,346,0.0,0.0,0.0,0.0,0.0,3007,1175,90894570,30227.658796142336,3007,1175,90894570,30227.658796142336,3007,1175,90894570,30227.658796142336,0.0,0.0,0.0,0.0,0.0,32870,103,0.0,32870,103,0.0,32870,103,0.0
FIB0151,346,0.0,0.0,0.0,0.0,0.0,1674,389,50546171,30194.845280764635,1674,389,50546171,30194.845280764635,1674,389,50546171,30194.845280764635,0.0,0.0,0.0,0.0,0.0,16608,131,0.0,16608,131,0.0,16608,131,0.0
FJH0267,820,29.0,148.0,141.0,138.0,279.0,3670,1900,110457413,30097.38773841962,3670,1900,110457413,30097.38773841962,3670,1900,110457413,30097.38773841962,294.0,294.0,60.0,189.0,15.0,40470,134,294.0,40470,134,294.0,40470,134,294.0
FLC0370,1397,513.0,2.0,3756.0,3742.0,7498.0,3723,891,113084420,30374.54203599248,3723,891,113084420,30374.54203599248,3723,891,113084420,30374.54203599248,2976.0,2976.0,594.0,1892.0,137.0,39444,181,11.0,39444,181,11.0,39444,181,11.0
FMR0062,346,0.0,0.0,0.0,0.0,0.0,3727,0,111677048,29964.32734102496,3727,0,111677048,29964.32734102496,3727,0,111677048,29964.32734102496,0.0,0.0,0.0,0.0,0.0,39444,149,0.0,39444,149,0.0,39444,149,0.0
FNH0249,357,5.0,0.0,0.0,0.0,0.0,2991,1476,89872548,30047.6589769308,2991,1476,89872548,30047.6589769308,2991,1476,89872548,30047.6589769308,0.0,0.0,0.0,0.0,0.0,32775,242,67.0,32775,242,67.0,32775,242,67.0
FOB0284,97,0.0,0.0,0.0,0.0,0.0,289,148,8701783,30109.97577854671,289,148,8701783,30109.97577854671,289,148,8701783,30109.97577854671,0.0,0.0,0.0,0.0,0.0,2813,152,0.0,2813,152,0.0,2813,152,0.0
FOK0402,346,0.0,0.0,0.0,0.0,0.0,3036,1155,90867900,29930.138339920948,3036,1155,90867900,29930.138339920948,3036,1155,90867900,29930.138339920948,0.0,0.0,0.0,0.0,0.0,32870,226,0.0,32870,226,0.0,32870,226,0.0
FPN0308,345,0.0,0.0,0.0,0.0,0.0,5050,1736,151449204,29989.941386138613,5050,1736,151449204,29989.941386138613,5050,1736,151449204,29989.941386138613,0.0,0.0,0.0,0.0,0.0,56052,293,0.0,56052,293,0.0,56052,293,0.0
FRG0349,346,0.0,0.0,0.0,0.0,0.0,4704,0,140197833,29803.961096938776,4704,0,140197833,29803.961096938776,4704,0,140197833,29803.961096938776,0.0,0.0,0.0,0.0,0.0,49478,95,0.0,49478,95,0.0,49478,95,0.0
FSD0453,346,0.0,0.0,0.0,0.0,0.0,337,75,10200837,30269.545994065284,337,75,10200837,30269.545994065284,337,75,10200837,30269.545994065284,0.0,0.0,0.0,0.0,0.0,3450,246,0.0,3450,246,0.0,3450,246,0.0
FWD0759,346,0.0,0.0,0.0,0.0,0.0,1018,705,30546224,30006.11394891945,1018,705,30546224,30006.11394891945,1018,705,30546224,30006.11394891945,0.0,0.0,0.0,0.0,0.0,10034,213,0.0,10034,213,0.0,10034,213,0.0
GAG0238,346,0.0,0.0,0.0,0.0,0.0,3007,1077,90526153,30105.139008979048,3007,1077,90526153,30105.139008979048,3007,1077,90526153,30105.139008979048,0.0,0.0,0.0,0.0,0.0,32870,255,0.0,32870,255,0.0,32870,255,0.0
GAM0486,345,0.0,0.0,0.0,0.0,0.0,5052,0,151920403,30071.338677751384,5052,0,151920403,30071.338677751384,5052,0,151920403,30071.338677751384,0.0,0.0,0.0,0.0,0.0,56052,197,0.0,56052,197,0.0,56052,197,0.0
GAM0895,318,0.0,0.0,0.0,0.0,0.0,926,209,28186197,30438.657667386607,926,209,28186197,30438.657667386607,926,209,28186197,30438.657667386607,0.0,0.0,0.0,0.0,0.0,9222,180,0.0,9222,180,0.0,9222,180,0.0
GAN0509,777,0.0,56.0,0.0,0.0,0.0,1083,595,33270576,30720.75346260388,1083,595,33270576,30720.75346260388,1083,595,33270576,30720.75346260388,0.0,0.0,0.0,0.0,0.0,10962,179,0.0,10962,179,0.0,10962,179,0.0
GAW0814,97,0.0,0.0,768.0,764.0,1532.0,772,428,23280225,30155.73186528497,772,428,23280225,30155.73186528497,772,428,23280225,30155.73186528497,105.0,105.0,23.0,64.0,7.0,8455,206,0.0,8455,206,0.0,8455,206,0.0
GBG0862,346,0.0,0.0,0.0,0.0,0.0,5022,0,149578451,29784.637793707687,5022,0,149578451,29784.637793707687,5022,0,149578451,29784.637793707687,0.0,0.0,0.0,0.0,0.0,56052,208,0.0,56052,208,0.0,56052,208,0.0
GBH0790,656,0.0,26.0,0.0,0.0,0.0,3156,1615,95488779,30256.26711026616,3156,1615,95488779,30256.26711026616,3156,1615,95488779,30256.26711026616,0.0,0.0,0.0,0.0,0.0,32670,164,0.0,32670,164,0.0,32670,164,0.0
GBM0007,460,0.0,95.0,3780.0,3761.0,7541.0,11544,1995,342309493,29652.589483714484,11544,1995,342309493,29652.589483714484,11544,1995,342309493,29652.589483714484,1084.0,1084.0,204.0,716.0,49.0,125115,236,0.0,125115,236,0.0,125115,236,0.0
GCC0380,346,0.0,0.0,0.0,0.0,0.0,3032,0,90895520,29978.73350923483,3032,0,90895520,29978.73350923483,3032,0,90895520,29978.73350923483,0.0,0.0,0.0,0.0,0.0,32870,234,0.0,32870,234,0.0,32870,234,0.0
GCH0567,768,0.0,109.0,174.0,172.0,346.0,3589,2050,107372918,29917.22429646141,3589,2050,107372918,29917.22429646141,3589,2050,107372918,29917.22429646141,291.0,291.0,53.0,178.0,22.0,36810,164,0.0,36810,164,0.0,36810,164,0.0
GCH0698,390,0.0,0.0,0.0,0.0,0.0,334,68,10364406,31031.155688622755,334,68,10364406,31031.155688622755,334,68,10364406,31031.155688622755,0.0,0.0,0.0,0.0,0.0,3450,76,0.0,3450,76,0.0,3450,76,0.0
GCN0941,346,0.0,0.0,0.0,0.0,0.0,3022,1137,89559123,29635.71244209133,3022,1137,89559123,29635.71244209133,3022,1137,89559123,29635.71244209133,0.0,0.0,0.0,0.0,0.0,32870,270,0.0,32870,270,0.0,32870,270,0.0
GDP0921,346,0.0,0.0,0.0,0.0,0.0,3008,1030,90497901,30085.738364361703,3008,1030,90497901,30085.738364361703,3008,1030,90497901,30085.738364361703,0.0,0.0,0.0,0.0,0.0,32775,110,0.0,32775,110,0.0,32775,110,0.0
GEK0666,697,61.0,5.0,0.0,0.0,0.0,3025,640,91865605,30368.795041322315,3025,640,91865605,30368.795041322315,3025,640,91865605,30368.795041322315,0.0,0.0,0.0,0.0,0.0,32870,92,367.0,32870,92,367.0,32870,92,367.0
GES0960,346,0.0,0.0,0.0,0.0,0.0,338,87,10399963,30769.121301775147,338,87,10399963,30769.121301775147,338,87,10399963,30769.121301775147,0.0,0.0,0.0,0.0,0.0,3460,103,0.0,3460,103,0.0,3460,103,0.0
GFL0196,369,5.0,0.0,2965.0,2949.0,5914.0,3671,728,109439391,29811.87442113865,3671,728,109439391,29811.87442113865,3671,728,109439391,29811.87442113865,426.0,426.0,87.0,267.0,17.0,39330,137,90.0,39330,137,90.0,39330,137,90.0
GFM0735,654,17.0,3.0,134.0,134.0,268.0,5018,3663,151267666,30145.01115982464,5018,3663,151267666,30145.01115982464,5018,3663,151267666,30145.01115982464,547.0,547.0,102.0,339.0,31.0,56052,193,111.0,56052,193,111.0,56052,193,111.0
GGB0550,346,0.0,0.0,0.0,0.0,0.0,3006,1189,89768812,29863.210911510312,3006,1189,89768812,29863.210911510312,3006,1189,89768812,29863.210911510312,0.0,0.0,0.0,0.0,0.0,32775,120,0.0,32775,120,0.0,32775,120,0.0
GHG0576,113,0.0,0.0,0.0,0.0,0.0,109,0,3268724,29988.29357798165,109,0,3268724,29988.29357798165,109,0,3268724,29988.29357798165,0.0,0.0,0.0,0.0,0.0,1130,107,0.0,1130,107,0.0,1130,107,0.0
GHJ0428,448,0.0,82.0,0.0,0.0,0.0,4071,2052,120796761,29672.50331613854,4071,2052,120796761,29672.50331613854,4071,2052,120796761,29672.50331613854,0.0,0.0,0.0,0.0,0.0,38160,245,0.0,38160,245,0.0,38160,245,0.0
GIB0230,632,0.0,0.0,659.0,658.0,1317.0,3055,1928,91458776,29937.4062193126,3055,1928,91458776,29937.4062193126,3055,1928,91458776,29937.4062193126,1271.0,1271.0,244.0,820.0,71.0,31140,197,0.0,31140,197,0.0,31140,197,0.0
GJG0070,346,0.0,0.0,0.0,0.0,0.0,3055,1190,91811462,30052.851718494272,3055,1190,91811462,30052.851718494272,3055,1190,91811462,30052.851718494272,0.0,0.0,0.0,0.0,0.0,32870,124,0.0,32870,124,0.0,32870,124,0.0
